,EGF,Eotaxin,FGF-2,FLT3L,FKN,GCSF,GM-CSF,GRO,IFNα2,IFNγ,IL1α,IL1β,IL1Ra/Ra2,IL2,IL3,IL4,IL5,IL6,IL7,IL8,IL9,IL10,IL12-P40,IL12-P70,IL13,IL15,IP10,MCP1,MCP3,MDC,MIP1α,MIP1β,sCD40-L,TGFα,TNFα,TNFβ,VEGF
IL1α,0.6518507273842882,0.6543522632486924,0.5899421620660946,0.4412925472294553,0.517922045068312,0.5693880243729762,0.4659951641055904,0.6583549863877403,0.4437425156545458,0.563119592021525,0.0,0.4800988443944549,0.4020625611413451,0.36228879867972796,0.345932845734213,0.4690728168041162,0.485979818102009,0.5022497550192,0.523954692610097,0.6263179245258196,0.38994310217519407,0.35695761092240513,0.26321767291095155,0.510632671442983,0.46103481278668507,0.29065647570898645,0.5470440795926984,0.5826972968075277,0.373018825284606,0.5978310813186513,0.6263820773860295,0.6375486765145602,0.6774489636696314,0.654354976181551,0.6261483521709257,0.3570449355234623,0.6323485056391399
IL1β,0.7793350257316156,0.6831579658925873,0.4743359915005104,0.43362670264736536,0.5739439142915769,0.6420775684362291,0.6693027313926857,0.77639778482432,0.5778472374496735,0.6062000451625589,0.4800988443944549,0.0,0.3774642459515361,0.4071554803465974,0.30801310753709554,0.42123886316804804,0.23776663263543762,0.43213173513218917,0.20402488364388688,0.5956767368869529,0.22831598848445628,0.2980052912087429,0.40985649740495556,0.4578583759791347,0.35789559109739066,0.26008721699572823,0.7683647430855369,0.6932770318495348,0.5821324957924792,0.7012383469009109,0.6152354875122774,0.588996737698843,0.7431491597006847,0.6500958345526534,0.521286408798793,0.2343963370193276,0.6476841200289063
IL1Ra/Ra2,0.574308135888172,0.667912510853604,0.3947495705510929,0.635071196353881,0.38772146135127217,0.45220341071170234,0.5981429674627298,0.5722440074087974,0.4091001609379245,0.6729497660544422,0.4020625611413451,0.3774642459515361,0.0,0.48897895037321126,0.37135487094368563,0.46717299174160426,0.43962166772771705,0.5897876269079457,0.3744664064995815,0.5650632731286607,0.4011837794285147,0.4382942125651972,0.388643898742804,0.5337782545574761,0.545982270649963,0.4297127504117896,0.5932655914767886,0.6443678415049121,0.4193624781211578,0.6879135536548551,0.6931054465317299,0.4268212345561726,0.584902546525774,0.5363138909173403,0.5430793859366988,0.3643709612583489,0.5585935443991583
IL2,0.7396289907671537,0.6722371951300337,0.5606609463494889,0.34143077869589006,0.5052242349487841,0.7163112859057625,0.4387986084668331,0.7341783234629184,0.5136393508388405,0.4394566616071209,0.36228879867972796,0.4071554803465974,0.48897895037321126,0.0,0.3532363010443028,0.3643936015024203,0.25369517863096847,0.5274512113872332,0.41300376688836904,0.7236775789800971,0.2803533310866342,0.43205670300873167,0.2311131317558539,0.28666388015859734,0.4317219603146301,0.20446232974890932,0.7625453403268354,0.7370409055059884,0.5539898165232716,0.6511052740496074,0.5836024225357735,0.6140629241257096,0.7836919441959842,0.5359058563142908,0.6516726353211963,0.30786358821489834,0.644770844333611
IL3,0.6285122223054324,0.6523874369502409,0.5604931838943582,0.3998197640463286,0.6160223692212824,0.6141759537191227,0.5592197075236975,0.717290957523433,0.5614845386384799,0.5824324767316893,0.345932845734213,0.30801310753709554,0.37135487094368563,0.3532363010443028,0.0,0.3555528605348673,0.3544774153004681,0.6013443198517072,0.2986900950905849,0.6736694691734326,0.18687765243814441,0.3254371424774487,0.32160279908142564,0.4530707907253939,0.450667700156453,0.2525575280576826,0.6946775416253032,0.6650456280702276,0.5422887656328431,0.7690055944313046,0.5948885108528065,0.6888446955606043,0.7590048122606047,0.6196907309292333,0.6304654272165662,0.26437150270819837,0.6815607484452789
IL4,0.5624994002081519,0.5741080818468166,0.6796174533436965,0.3699007477797455,0.6495051592345995,0.6442692029605827,0.554813431662268,0.6074540826610705,0.5599335744902331,0.5128147747520411,0.4690728168041162,0.42123886316804804,0.46717299174160426,0.3643936015024203,0.3555528605348673,0.0,0.2788329684979311,0.6439727233562054,0.3484731806874594,0.6784073579342542,0.3071352351198383,0.5365384036656484,0.44380155293134,0.47156276326973295,0.306079971102471,0.38102067068162393,0.7130219233368472,0.6111302986964746,0.4743721261186831,0.617488827181415,0.6617888413324405,0.705491823730038,0.5816329942696749,0.528477884157569,0.7057643275510177,0.19742226220189601,0.6125703506936868
IL5,0.7743992818997528,0.6666284491908673,0.5429225360757207,0.40345285811706655,0.5801991737950982,0.7174308610919278,0.6498763429409862,0.7554494977516804,0.6057957110129466,0.5730966720830397,0.485979818102009,0.23776663263543762,0.43962166772771705,0.25369517863096847,0.3544774153004681,0.2788329684979311,0.0,0.4940493922222895,0.22727656012313424,0.6808782660290441,0.24038862502755343,0.3767208463461772,0.34793443679666836,0.3828794124950243,0.30860541513927275,0.21391691104406857,0.8079875296985433,0.730859679920228,0.543050988851543,0.7259411181827519,0.6809552361749345,0.611830230941324,0.775867547184822,0.508543571020759,0.5518518514770789,0.1758670998519336,0.65414898031582
IL6,0.6297754410835443,0.5281897960657232,0.46551969034278695,0.4620678937018804,0.5332105712804621,0.45568335794691944,0.6093940967228868,0.5405805955322986,0.6008350389366708,0.5062737477208716,0.5022497550192,0.43213173513218917,0.5897876269079457,0.5274512113872332,0.6013443198517072,0.6439727233562054,0.4940493922222895,0.0,0.4992932026321839,0.370159128517274,0.5552441822184332,0.45252293248778197,0.5833304982030625,0.4352373262458053,0.4924941109636806,0.5186345551396826,0.5047450770932879,0.4892530096880154,0.5722100582812814,0.5446978376194154,0.4358080408573476,0.41733917023875644,0.5657520760759189,0.4364969995902839,0.34379453565823437,0.5829642358438779,0.5026942638493049
IL7,0.7113656677644846,0.7124304457203406,0.4676332561284957,0.42783498478766063,0.5964061517810746,0.6253554249843863,0.7225004436082315,0.7196455810569247,0.5816473442924754,0.5954776233679584,0.523954692610097,0.20402488364388688,0.3744664064995815,0.41300376688836904,0.2986900950905849,0.3484731806874594,0.22727656012313424,0.4992932026321839,0.0,0.5935970636539045,0.2713591996264871,0.39375763190776436,0.4550291096936892,0.3583542348045059,0.33473447688088587,0.31227814935253484,0.7849349879546148,0.7012980917693015,0.5684742857131803,0.7084739862888679,0.654734049790308,0.6408085610501887,0.6998657669016196,0.5420918119405796,0.5572270352935821,0.2287516356783756,0.5910284913426693
IL8,0.372960910059558,0.3133251495284669,0.4767215957325412,0.5823064340207305,0.49461172053947394,0.44538883341888214,0.5796634157301261,0.2998560370476759,0.6012341940430167,0.5495372759983078,0.6263179245258196,0.5956767368869529,0.5650632731286607,0.7236775789800971,0.6736694691734326,0.6784073579342542,0.6808782660290441,0.370159128517274,0.5935970636539045,0.0,0.6945560732042404,0.6035649020174091,0.7128914876262793,0.6580407048681794,0.6511038631592303,0.7317710712995602,0.34499162150949464,0.36431371982600064,0.5299427259083395,0.3761252798520173,0.3381541597606105,0.3410561619645127,0.26174291332448485,0.35767599689163243,0.33851270486586166,0.7482895714500125,0.3704366171481228
IL9,0.7117980708845432,0.686655198980895,0.5824936088827252,0.37375479630525266,0.622593689557187,0.6783153737750756,0.5805553014947076,0.7755283001228859,0.5457515458423475,0.5577546964195202,0.38994310217519407,0.22831598848445628,0.4011837794285147,0.2803533310866342,0.18687765243814441,0.3071352351198383,0.24038862502755343,0.5552441822184332,0.2713591996264871,0.6945560732042404,0.0,0.3515511314553908,0.3267164019613427,0.39892010912882264,0.3453940241496894,0.2301109907302109,0.7685430343661594,0.7113098112261007,0.5634936973270712,0.7649004210749415,0.6375780840272665,0.6931868521150752,0.8243844467667844,0.6400473029547369,0.6403996777781111,0.20858874136953987,0.6527476557720986
IL10,0.725551212862332,0.6742936900723238,0.4737255753598854,0.5248257181877252,0.5568575982169698,0.5273611263897611,0.6151595660862424,0.692410977645484,0.528129608223617,0.5858466618368492,0.35695761092240513,0.2980052912087429,0.4382942125651972,0.43205670300873167,0.3254371424774487,0.5365384036656484,0.3767208463461772,0.45252293248778197,0.39375763190776436,0.6035649020174091,0.3515511314553908,0.0,0.36664420218545557,0.4721230191332276,0.4971116446138095,0.19872850486785293,0.5276867967899995,0.583776376745935,0.46551087753250164,0.6286630833860132,0.6302071598983777,0.6422947082533458,0.6980234615873739,0.636251136167861,0.5319817766540638,0.38471854193352184,0.6729071702530272
IL12-P40,0.684162212453355,0.6658351901453484,0.52191639826628,0.49801699706627967,0.4568542407156475,0.5810662023794102,0.446544404921148,0.6905294294679544,0.4768289005654582,0.5972363651559417,0.26321767291095155,0.40985649740495556,0.388643898742804,0.2311131317558539,0.32160279908142564,0.44380155293134,0.34793443679666836,0.5833304982030625,0.4550291096936892,0.7128914876262793,0.3267164019613427,0.36664420218545557,0.0,0.4316684774829456,0.5174372401211059,0.2153065451120616,0.6439606617308525,0.685372750501009,0.4515384916949907,0.6679107204494376,0.6031269835237324,0.5783806375354967,0.7435258864455051,0.6605172323733755,0.5716473815933809,0.30528209738862966,0.6725302034558116
IL12-P70,0.6109147086913045,0.6398162781488146,0.4841066765363265,0.3429851398814802,0.5070193835796879,0.630527429396895,0.5056947597744227,0.687755109576021,0.5542171478400049,0.37432597975317283,0.510632671442983,0.4578583759791347,0.5337782545574761,0.28666388015859734,0.4530707907253939,0.47156276326973295,0.3828794124950243,0.4352373262458053,0.3583542348045059,0.6580407048681794,0.39892010912882264,0.4721230191332276,0.4316684774829456,0.0,0.37957440275831,0.3231908751479241,0.6881842262346721,0.6795328964934304,0.575701548645889,0.5850382302600682,0.5803331350039864,0.5939668785468141,0.679544495883074,0.5698710422911388,0.6125160911907048,0.41916750662851526,0.4848313605588377
IL13,0.6326541596855721,0.6187901134521641,0.5726100053563642,0.3926448247953022,0.6346530401450168,0.6711652459957561,0.5318198238248832,0.6826059718981403,0.48389982620812205,0.4292801149704634,0.46103481278668507,0.35789559109739066,0.545982270649963,0.4317219603146301,0.450667700156453,0.306079971102471,0.30860541513927275,0.4924941109636806,0.33473447688088587,0.6511038631592303,0.3453940241496894,0.4971116446138095,0.5174372401211059,0.37957440275831,0.0,0.37237638780319443,0.7080246827789137,0.6454270312008369,0.48936282260428676,0.6140021686698514,0.642189419373471,0.6943395782476058,0.6587028085370976,0.6366080209812262,0.6612401530889203,0.2173673801391185,0.4915993128367297
IL15,0.8073754986578853,0.7327757372001666,0.5128632632057188,0.38798109948940185,0.609484902244716,0.6980299797368237,0.5724473363114732,0.8293548976473348,0.5642638661212914,0.5384004178863595,0.29065647570898645,0.26008721699572823,0.4297127504117896,0.20446232974890932,0.2525575280576826,0.38102067068162393,0.21391691104406857,0.5186345551396826,0.31227814935253484,0.7317710712995602,0.2301109907302109,0.19872850486785293,0.2153065451120616,0.3231908751479241,0.37237638780319443,0.0,0.7322123272822281,0.7167765871254628,0.49901688562465746,0.7117885356090954,0.6843651310759269,0.7332789293166863,0.8330617393253055,0.6404155911343199,0.6740658412281566,0.20713798241684145,0.698343866527501
IP10,0.26527881881025567,0.31304962817041104,0.5125502091534628,0.6184945235151388,0.47283426630235753,0.28219566630680737,0.4401448952520824,0.22644168062018954,0.46878264713885437,0.5001396756156017,0.5470440795926984,0.7683647430855369,0.5932655914767886,0.7625453403268354,0.6946775416253032,0.7130219233368472,0.8079875296985433,0.5047450770932879,0.7849349879546148,0.34499162150949464,0.7685430343661594,0.5276867967899995,0.6439606617308525,0.6881842262346721,0.7080246827789137,0.7322123272822281,0.0,0.19836405358993398,0.5068565922685863,0.267268876026722,0.384262979622932,0.3975086426060731,0.2285154111451556,0.4569119838211584,0.3417599020085549,0.8224392764564035,0.42301384218609267
MCP1,0.34743694277694637,0.20102842983093938,0.5998061034682008,0.5569407436295013,0.6036038853661602,0.32999370691342966,0.47992712462969767,0.32927650007630793,0.5342065404073348,0.5135709725238453,0.5826972968075277,0.6932770318495348,0.6443678415049121,0.7370409055059884,0.6650456280702276,0.6111302986964746,0.730859679920228,0.4892530096880154,0.7012980917693015,0.36431371982600064,0.7113098112261007,0.583776376745935,0.685372750501009,0.6795328964934304,0.6454270312008369,0.7167765871254628,0.19836405358993398,0.0,0.5323693634172694,0.24662652215486297,0.4038878431356562,0.4914334801450533,0.24277327234476215,0.41411943548054453,0.3681423481142576,0.7483815682418843,0.48101322613966857
MCP3,0.46017070488911105,0.5810736391491587,0.48822523242162214,0.6559818936692415,0.35739054656401587,0.45250018598134345,0.4036410990628584,0.4729312277842376,0.40711400123206615,0.590038607476031,0.373018825284606,0.5821324957924792,0.4193624781211578,0.5539898165232716,0.5422887656328431,0.4743721261186831,0.543050988851543,0.5722100582812814,0.5684742857131803,0.5299427259083395,0.5634936973270712,0.46551087753250164,0.4515384916949907,0.575701548645889,0.48936282260428676,0.49901688562465746,0.5068565922685863,0.5323693634172694,0.0,0.5117241195931106,0.5584613214391481,0.448345589484205,0.5097358636556119,0.5689897283727291,0.6147641479700402,0.43185874760070114,0.5404307655395928
MDC,0.3566668081066245,0.340999212646169,0.5437752900760722,0.5251383893091212,0.5084375756507343,0.44717550924073507,0.4086985097906656,0.2861118934491052,0.4683196207161944,0.3980878952030552,0.5978310813186513,0.7012383469009109,0.6879135536548551,0.6511052740496074,0.7690055944313046,0.617488827181415,0.7259411181827519,0.5446978376194154,0.7084739862888679,0.3761252798520173,0.7649004210749415,0.6286630833860132,0.6679107204494376,0.5850382302600682,0.6140021686698514,0.7117885356090954,0.267268876026722,0.24662652215486297,0.5117241195931106,0.0,0.40271559299954457,0.4870967065295436,0.1906454258151079,0.45315230056296396,0.48026196629160245,0.7449761161455557,0.378715445129813
MIP1α,0.3464370340252289,0.33819680510385497,0.5162241850377562,0.5582292056336132,0.5043215266544205,0.4387957412447616,0.4296512987965036,0.38171369950810574,0.5365989278953891,0.3933134032467103,0.6263820773860295,0.6152354875122774,0.6931054465317299,0.5836024225357735,0.5948885108528065,0.6617888413324405,0.6809552361749345,0.4358080408573476,0.654734049790308,0.3381541597606105,0.6375780840272665,0.6302071598983777,0.6031269835237324,0.5803331350039864,0.642189419373471,0.6843651310759269,0.384262979622932,0.4038878431356562,0.5584613214391481,0.40271559299954457,0.0,0.3748158000194647,0.41201310845167866,0.4067186553982667,0.42796286033496034,0.7272477987305599,0.3975019308079707
MIP1β,0.3395106335060414,0.44314125198059695,0.39295180991422823,0.6904009847259052,0.2094402660799785,0.36875418776429114,0.487687589405046,0.32161656479826406,0.4680541636465951,0.5865976734218112,0.6375486765145602,0.588996737698843,0.4268212345561726,0.6140629241257096,0.6888446955606043,0.705491823730038,0.611830230941324,0.41733917023875644,0.6408085610501887,0.3410561619645127,0.6931868521150752,0.6422947082533458,0.5783806375354967,0.5939668785468141,0.6943395782476058,0.7332789293166863,0.3975086426060731,0.4914334801450533,0.448345589484205,0.4870967065295436,0.3748158000194647,0.0,0.39162399845173923,0.3807015773308991,0.2639139999981923,0.7104998013152982,0.4311696026858953
sCD40-L,0.19166600944033896,0.2919354727120421,0.5162984745669611,0.6116241214168411,0.45892770921747394,0.3875915295355805,0.44464203620422715,0.12291527780501404,0.4531488786435311,0.5151125266095233,0.6774489636696314,0.7431491597006847,0.584902546525774,0.7836919441959842,0.7590048122606047,0.5816329942696749,0.775867547184822,0.5657520760759189,0.6998657669016196,0.26174291332448485,0.8243844467667844,0.6980234615873739,0.7435258864455051,0.679544495883074,0.6587028085370976,0.8330617393253055,0.2285154111451556,0.24277327234476215,0.5097358636556119,0.1906454258151079,0.41201310845167866,0.39162399845173923,0.0,0.3969371215629912,0.4304456302292046,0.7634260378194401,0.37325397279663186
TGFα,0.3879064406689863,0.409979653277849,0.4646357524676846,0.5559304213062103,0.5185872994639631,0.446487391764124,0.5657661234951008,0.32829913922828885,0.6184530012324091,0.4645352740870884,0.654354976181551,0.6500958345526534,0.5363138909173403,0.5359058563142908,0.6196907309292333,0.528477884157569,0.508543571020759,0.4364969995902839,0.5420918119405796,0.35767599689163243,0.6400473029547369,0.636251136167861,0.6605172323733755,0.5698710422911388,0.6366080209812262,0.6404155911343199,0.4569119838211584,0.41411943548054453,0.5689897283727291,0.45315230056296396,0.4067186553982667,0.3807015773308991,0.3969371215629912,0.0,0.3618544789943402,0.6647542152303503,0.461997062338318
TNFα,0.4781236965534354,0.38473170506708676,0.4294590185702758,0.6195180243737942,0.41307878749264826,0.3189448707801568,0.6250493717098335,0.3895892810990484,0.5561099200366597,0.6243336978003933,0.6261483521709257,0.521286408798793,0.5430793859366988,0.6516726353211963,0.6304654272165662,0.7057643275510177,0.5518518514770789,0.34379453565823437,0.5572270352935821,0.33851270486586166,0.6403996777781111,0.5319817766540638,0.5716473815933809,0.6125160911907048,0.6612401530889203,0.6740658412281566,0.3417599020085549,0.3681423481142576,0.6147641479700402,0.48026196629160245,0.42796286033496034,0.2639139999981923,0.4304456302292046,0.3618544789943402,0.0,0.6696361924503554,0.5067853046739683
TNFβ,0.7606186045004477,0.7268161431749284,0.5542941192106378,0.4218329592835808,0.5771635222886351,0.6943179077084096,0.6006076655088385,0.7841328315608016,0.49748419148855183,0.5993293815527857,0.3570449355234623,0.2343963370193276,0.3643709612583489,0.30786358821489834,0.26437150270819837,0.19742226220189601,0.1758670998519336,0.5829642358438779,0.2287516356783756,0.7482895714500125,0.20858874136953987,0.38471854193352184,0.30528209738862966,0.41916750662851526,0.2173673801391185,0.20713798241684145,0.8224392764564035,0.7483815682418843,0.43185874760070114,0.7449761161455557,0.7272477987305599,0.7104998013152982,0.7634260378194401,0.6647542152303503,0.6696361924503554,0.0,0.6743782521500721
VEGF,0.34523047472223456,0.4139219960852768,0.43904132544691954,0.5343144324153505,0.45840181866731633,0.45611942393292854,0.5001945097367129,0.46496846025922434,0.48148787509668756,0.21290428805348344,0.6323485056391399,0.6476841200289063,0.5585935443991583,0.644770844333611,0.6815607484452789,0.6125703506936868,0.65414898031582,0.5026942638493049,0.5910284913426693,0.3704366171481228,0.6527476557720986,0.6729071702530272,0.6725302034558116,0.4848313605588377,0.4915993128367297,0.698343866527501,0.42301384218609267,0.48101322613966857,0.5404307655395928,0.378715445129813,0.3975019308079707,0.4311696026858953,0.37325397279663186,0.461997062338318,0.5067853046739683,0.6743782521500721,0.0
